episode,cumulative_reward,average_reward,discounted_reward,q_value_change,sample_efficiency,policy_entropy,space_complexity
0,131,8.1875,1.4000131605020902,0.0012810000653333334,13,1.0934755475911346,2400
1,172,10.75,0.300500261889229,0.0013743126850000002,12,1.0945575929250015,2400
2,148,9.25,1.500023916130819,0.0009913616641480986,15,1.093777670191781,2400
3,272,17.0,0.01886193017629401,0.004163850643913978,14,1.0727354183033835,2400
4,244,15.25,1.6102180496256493,0.004001572350677444,13,1.023880358379719,2400
5,203,12.6875,0.101008082249645,0.0020695943631712497,15,1.056680106255143,2400
6,188,11.75,0.20161855237228998,0.0014405035163069188,14,1.0596854121240158,2400
7,198,12.375,0.31430194275246315,0.0014112079043314986,16,1.0826534115720763,2400
8,193,12.0625,0.17512003044940008,0.0018259173233056672,15,1.0785705855196057,2400
9,243,15.1875,0.15500027169146705,0.0023122025759646893,12,1.0652824078908953,2400
10,152,9.5,0.04007383359242301,0.0011901978837126482,14,1.0332549526145032,2400
11,232,14.5,0.15220416039559,0.0020200752438886303,12,1.0457659105017507,2400
12,153,9.5625,8.500008201334648,0.0010523463722335866,13,1.0704616341963962,2400
13,169,10.5625,0.15771150824299,0.0011484526227264313,16,1.0393413935755227,2400
14,164,10.25,0.31410019500244407,0.0015818201824273946,14,1.0409322182629799,2400
15,166,10.375,0.01704053792227,0.0011994276849521103,15,1.025671166967476,2400
16,161,10.0625,2.928187151003006,0.00096487116726353,15,0.9963341630456706,2400
17,224,14.0,0.71904647083823,0.0017812372728641343,16,1.077906815387191,2400
18,223,13.9375,0.48200224952698,0.0036528265299820228,13,0.9542432229342881,2400
19,84,5.25,0.005000360236500001,0.000514384070494513,13,0.9400133881912754,2400
20,189,11.8125,0.40503918285267304,0.0017527071789538902,13,0.984646450711652,2400
21,187,11.6875,11.1630670024525,0.00113753337754193,14,0.9830598799834762,2400
22,85,5.3125,8.130006011443001,0.00039519465513353393,16,1.0477203650892155,2400
23,174,10.875,7.082197026021219,0.0012443076543225693,15,1.016073553468026,2400
24,110,6.875,1.0501885164931404,0.0005557729108274168,16,1.0717038776981949,2400
25,185,11.5625,0.00021023829848300008,0.0017411036926560735,13,0.9554244475515987,2400
26,144,9.0,0.20596915103562,0.0008881317099007591,15,0.9897068755525045,2400
27,165,10.3125,0.18141770259275705,0.0010270904277259248,14,0.9679450076466097,2400
28,215,13.4375,11.001551690254038,0.0018417383631637784,13,1.0030875055992692,2400
29,114,7.125,1.4202924000000005e-05,0.0007077362612396352,15,0.9968194737236395,2400
30,202,12.625,0.29562300220503107,0.0017224940043899155,14,0.9085030004909076,2400
31,137,8.5625,14.200273247419998,0.000989892548987821,13,0.9698854741553808,2400
32,125,7.8125,0.00019002102452000003,0.0010888362929669416,12,0.8856553110285821,2400
33,88,5.5,6.040200123021221,0.0004997144016929029,13,1.014203483951008,2400
34,201,12.5625,0.16043212514027105,0.002922967687270052,13,0.9187614344537067,2400
35,176,11.0,0.07407142048214602,0.002803495822506747,14,0.8665114858169045,2400
36,189,11.8125,0.3114189222237001,0.0012718993296678544,15,0.9408975574173539,2400
37,174,10.875,1.4000869929480422,0.0009700137817916062,16,1.0358020162663824,2400
38,131,8.1875,2.032761281000001e-06,0.0008815191638295794,14,1.0336521764167712,2400
39,215,13.4375,0.31436164980332904,0.0017373570938075296,14,0.9015099563964293,2400
40,175,10.9375,1.6607714758347099,0.0010490475529172222,15,1.0349445311870942,2400
41,221,13.8125,10.41491910023851,0.00154681134364323,14,0.9048707315318957,2400
42,134,8.375,1.3065400267424,0.0008857241036082242,14,0.8888173334056855,2400
43,153,9.5625,2.3250160024032245,0.001366858193797269,14,0.9064411493057157,2400
44,203,12.6875,0.17144162449610006,0.0016418520083358408,11,0.8481915627045098,2400
45,187,11.6875,0.02306893433794901,0.0018647705433965686,15,0.9522047818285821,2400
46,209,13.0625,1.6386130457696002,0.0018112458580283423,13,0.948197883954316,2400
47,150,9.375,0.01737400028712001,0.0009149792643401242,14,0.8964503659517971,2400
48,132,8.25,0.11017204952028001,0.0007615206394609669,15,0.9823697611094192,2400
49,163,10.1875,0.03151494903250001,0.0012617256638200746,16,0.9305876390842124,2400
50,182,11.375,1.3818580927892121,0.0011671737007117693,14,0.9319484325959476,2400
51,191,11.9375,1.45514195092442,0.0012130165421225041,14,0.9017658389163912,2400
52,184,11.5,0.000530027995288,0.0018254153682106778,13,0.8321349550011354,2400
53,141,8.8125,1.70000019362571,0.0009061387661883876,14,0.9846390934902425,2400
54,149,9.3125,11.2000018202663,0.001321200352361307,13,0.8327360476055297,2400
55,166,10.375,7.321907163204221,0.0011571115014076686,14,0.8578957913006812,2400
56,153,9.5625,0.014207185202490005,0.0010064243232421955,13,0.8263890995475773,2400
57,159,9.9375,7.240001202320488,0.0012546072848341548,13,0.7819772122584672,2400
58,198,12.375,10.00154399104622,0.0013718921541698626,14,0.8814027544198316,2400
59,249,15.5625,1.8615518204470174,0.0020871565356080845,14,0.864971236241624,2400
60,205,12.8125,1.90829024495359,0.00162933695936709,14,1.0409293227127439,2400
61,199,12.4375,9.024136490749925,0.001198264908784608,15,0.9946903900948477,2400
62,165,10.3125,0.170104348635042,0.00108883032216804,15,0.8921182775307759,2400
63,221,13.8125,0.14325704377385004,0.0015936365013693426,16,1.0095164067086462,2400
64,146,9.125,6.020017524605,0.002360250571926689,12,0.7440619807316354,2400
65,147,9.1875,4.470170162400301,0.0010163514230798146,15,0.8338847039411013,2400
66,220,13.75,0.04016135363624501,0.0017658352557148446,14,0.8265007862200938,2400
67,156,9.75,2.3202218047044,0.0015334020736523714,14,0.7181932631254597,2400
68,220,13.75,4.7402131934992005,0.003432569575819021,14,0.8613366227891817,2400
69,215,13.4375,0.07021044958728502,0.0027758586318565354,11,0.6675280415498706,2400
70,206,12.875,13.174016084711626,0.0013908201368640878,13,0.9028154688622665,2400
71,271,16.9375,0.0016119922355830006,0.00356779355067989,12,0.7914629188988478,2400
72,149,9.3125,0.012017388224408003,0.001015800127962137,13,0.920650632937344,2400
73,157,9.8125,0.00041142542026,0.0012821645216071155,11,0.7139419578738678,2400
