episode,cumulative_reward,average_reward,discounted_reward,convergence_rate,sample_efficiency,policy_entropy,space_complexity
420,210,6.5625,3.3000002090000002,,16,0.03090771660208702,33795
421,428,13.375,0.0005644650023320365,,16,0.735981285572052,33795
422,478,14.9375,0.05621015576018705,,16,0.6218634843826294,33795
423,418,13.0625,0.1980044021022431,,16,0.40052980184555054,33795
424,372,11.625,0.0015522437766000488,,16,0.0015781206311658025,33795
425,372,11.625,0.05501760011001213,,16,0.16781091690063477,33795
426,452,14.125,3.421008845447678,,16,0.6414322257041931,33795
427,428,13.375,5.500016633334466,,16,0.26241064071655273,33795
428,334,10.4375,0.00011014300331104098,,16,0.1696358174085617,33795
429,268,8.375,4.543550066000131,,16,0.014336889609694481,33795
430,530,16.5625,14.300020902530134,,16,0.1894165277481079,33795
431,360,11.25,1.4545650055664487e-15,,16,0.43478477001190186,33795
432,244,7.625,0.056430044000044886,,16,0.13332906365394592,33795
433,330,10.3125,3.311138767111127e-12,,16,0.37608325481414795,33795
434,254,7.9375,0.0004554017602200005,,15,0.1863485723733902,33795
435,304,9.5,4.400344652041176e-10,,16,0.2576552629470825,33795
436,422,13.1875,0.001997655000023119,,16,0.7719255089759827,33795
437,376,11.75,0.00034111002320056326,,16,0.6200646162033081,33795
438,410,12.8125,1.6643012100000265e-05,,16,0.3836401104927063,33795
439,198,6.1875,0.17600000000015406,,15,0.07338225096464157,33795
440,350,10.9375,13.354018843000155,,16,0.13815909624099731,33795
441,350,10.9375,14.377017600550012,,16,0.6602826118469238,33795
442,318,9.9375,0.0452101667600018,,16,0.024535058066248894,33795
443,382,11.9375,1.5577430000032249e-07,,16,0.04270751774311066,33795
444,350,10.9375,0.24200000144006573,,16,0.14973431825637817,33795
445,422,13.1875,0.14432000154220156,,16,0.09240292012691498,33795
446,322,10.0625,0.00022784301980145115,,16,0.13043440878391266,33795
447,380,11.875,13.354992321018855,,16,0.0018768205773085356,33795
448,270,8.4375,1.9932015402750338e-09,,16,0.027332648634910583,33795
449,422,13.1875,11.0019954000242,,16,0.5160369873046875,33795
450,328,10.25,0.07700000000015404,,16,0.5891561508178711,33795
451,272,8.5,0.2310132006710331,,15,0.1466662436723709,33795
452,416,13.0,12.100010066219976,,16,0.713624119758606,33795
453,350,10.9375,1.2100000156027734e-07,,16,0.002065675798803568,33795
454,348,10.875,11.0000055000187,,15,0.001281381119042635,33795
455,220,6.875,4.411003300000002,,16,0.003224545856937766,33795
456,220,6.875,3.300000011231,,16,0.0006198737537488341,33795
457,260,8.125,1.1005500014421004,,16,0.0018387861782684922,33795
458,454,14.1875,0.06699440143000181,,16,0.6644889116287231,33795
459,316,9.875,2.2000001760004562e-08,,16,0.701420783996582,33795
460,144,4.5,0.09955015554000003,,15,0.008713631890714169,33795
461,394,12.3125,1.9933430000011215e-05,,16,0.19534185528755188,33795
462,264,8.25,5.577000000000232,,15,0.03400849550962448,33795
463,298,9.3125,1.9800024202010094e-07,,15,0.6925514936447144,33795
464,288,9.0,0.19844452266548923,,16,0.4956229329109192,33795
465,380,11.875,0.03421017600557703,,16,0.6365367770195007,33795
466,374,11.6875,8.801445400000004,,16,0.02930464968085289,33795
467,396,12.375,2.420154894300028e-05,,16,0.22225844860076904,33795
468,352,11.0,1.5400014476022395e-07,,15,0.21219274401664734,33795
469,378,11.8125,0.07733000000020956,,16,0.08363758027553558,33795
470,272,8.5,0.0009900000176019802,,15,0.5616881847381592,33795
471,386,12.0625,3.4320187000187006,,15,0.06658244132995605,33795
472,478,14.9375,11.001326722332212,,16,0.14919346570968628,33795
473,318,9.9375,0.023222100553322775,,16,0.6238263845443726,33795
474,392,12.25,5.6430000004498995,,16,0.7172999978065491,33795
475,470,14.6875,11.02266016610011,,16,0.1588289439678192,33795
476,452,14.125,12.10001776654,,16,0.0030078059062361717,33795
477,254,7.9375,0.06677440000006692,,16,0.001902726013213396,33795
478,196,6.125,0.2530055000022115,,16,0.61222243309021,33795
479,328,10.25,0.14300000198002208,,16,0.5848948955535889,33795
480,460,14.375,0.14355014301769906,,16,0.4092139005661011,33795
481,196,6.125,0.16721100198770006,,16,0.07539734989404678,33795
482,402,12.5625,3.300770055452188,,16,0.5354887247085571,33795
483,366,11.4375,0.06600000000550181,,16,0.058263491839170456,33795
484,302,9.4375,0.0014443000044674305,,16,0.015318297781050205,33795
485,416,13.0,14.498000099564457,,16,0.004696721211075783,33795
486,320,10.0,0.0012101870176000008,,16,0.2094024419784546,33795
487,268,8.375,0.14344014300000008,,16,0.11204446852207184,33795
488,424,13.25,4.400015554000222,,16,0.1883465051651001,33795
489,344,10.75,0.0017601540000015405,,16,0.3558059334754944,33795
490,530,16.5625,0.044015401760055035,,16,0.718645453453064,33795
491,400,12.5,3.3990176000001426,,16,0.34470391273498535,33795
492,304,9.5,1.1001100024311228,,16,0.07215633988380432,33795
493,376,11.75,0.06602103233440001,,16,0.06375671178102493,33795
494,256,8.0,8.8018799000055,,16,0.5249921083450317,33795
495,216,6.75,0.08833011001870046,,16,0.0778973251581192,33795
496,390,12.1875,0.012446500000001432,,16,0.029877714812755585,33795
497,262,8.1875,0.13200000121563205,,16,0.19222965836524963,33795
498,308,9.625,0.0016500015401556692,,16,0.10631221532821655,33795
499,492,15.375,2.5302530210454327e-05,,15,0.7197709083557129,33795
500,222,6.9375,0.00011228800330003445,,16,0.002003410365432501,33795
501,440,13.75,1.9932990001980525e-05,,16,0.06932875514030457,33795
502,312,9.75,3.311000000009155e-06,,15,0.616653561592102,33795
503,342,10.6875,1.1000000143660006e-05,,16,0.007644874043762684,33795
504,270,8.4375,1.3201652201341226e-07,,16,0.05723421275615692,33795
505,424,13.25,0.15401881066880152,,16,0.5697008371353149,33795
506,526,16.4375,0.16632022121000206,,16,0.2646488547325134,33795
507,192,6.0,2.200000000000003,,16,0.39571940898895264,33795
508,310,9.6875,0.16500562199000166,,16,0.023704055696725845,33795
509,360,11.25,0.14411210022019805,,16,0.25947779417037964,33795
510,360,11.25,3.4547854000165015,,16,0.3773614764213562,33795
511,222,6.9375,0.0006600000044000001,,16,0.3288077116012573,33795
512,350,10.9375,3.344770176880002,,16,0.04229911044239998,33795
513,260,8.125,1.2101760209022269e-09,,15,0.5386791229248047,33795
514,338,10.5625,0.20999896501100004,,16,0.10553493350744247,33795
515,360,11.25,0.04499990132016506,,16,0.006428684573620558,33795
516,424,13.25,1.650022016500052e-05,,16,0.0025016360450536013,33795
517,274,8.5625,0.17600008800018893,,14,0.6061378717422485,33795
518,182,5.6875,1.1022000000000003,,15,0.004308429546654224,33795
519,354,11.0625,2.299000001324489,,16,0.0020080439280718565,33795
520,398,12.4375,8.801760200000026e-08,,16,0.5947425365447998,33795
521,240,7.5,8.800000517000007e-10,,16,0.0010438968893140554,33795
522,312,9.75,11.000770176,,16,0.3855952322483063,33795
523,246,7.6875,0.001995499442344464,,16,0.5525342226028442,33795
524,260,8.125,0.16644540110000006,,16,0.21214643120765686,33795
525,306,9.5625,5.501439900330187,,16,0.6831055283546448,33795
526,292,9.125,9.9660001540044,,15,0.0027294631581753492,33795
527,376,11.75,0.011024233021043125,,16,0.5749289989471436,33795
528,432,13.5,0.012327800100155694,,16,0.38998156785964966,33795
529,322,10.0625,1.889800006600001e-05,,15,0.0884128212928772,33795
530,210,6.5625,0.02233001188341056,,16,0.00013557641068473458,33795
531,390,12.1875,0.05501540165016579,,16,0.06287705153226852,33795
532,312,9.75,0.07734442145113325,,16,0.0016799726290628314,33795
533,400,12.5,0.19866019944877708,,16,0.7105503082275391,33795
534,298,9.3125,0.001870165000001786,,16,0.012211063876748085,33795
535,392,12.25,0.0017765018777990001,,16,0.1083839163184166,33795
536,322,10.0625,2.20000550000021,,15,0.3483824133872986,33795
537,382,11.9375,0.19800021120669997,,15,0.2667655646800995,33795
538,304,9.5,4.401557600000178,,16,0.09679162502288818,33795
539,306,9.5625,14.422320055003302,,15,0.3610415458679199,33795
540,364,11.375,0.11002648800016504,,15,0.010699700564146042,33795
541,388,12.125,12.243005511026404,,16,0.025365367531776428,33795
542,294,9.1875,1.9888000002310286e-05,,16,0.002657615579664707,33795
543,290,9.0625,5.5022066440004764e-06,,16,0.02707378938794136,33795
544,226,7.0625,0.24201540000006605,,16,0.6122110486030579,33795
545,256,8.0,2.200000001650001,,15,0.5646693110466003,33795
546,358,11.1875,0.23221000188552213,,16,0.002146771876141429,33795
547,402,12.5625,0.16502200002543366,,16,0.4541129171848297,33795
548,274,8.5625,12.22100552299,,16,0.394420862197876,33795
549,396,12.375,0.055000000002200025,,14,0.6225537657737732,33795
550,402,12.5625,4.544320001761101,,16,0.003974135033786297,33795
551,382,11.9375,8.90054880066339,,16,0.03363632410764694,33795
552,134,4.1875,0.06600551100014401,,15,0.08168870210647583,33795
553,394,12.3125,0.0007700014455980489,,15,0.6592998504638672,33795
554,366,11.4375,2.202426633004402,,16,0.01044310349971056,33795
555,342,10.6875,0.03400320001870045,,16,0.2767127454280853,33795
556,456,14.25,0.056100001997799034,,16,0.558513879776001,33795
557,266,8.3125,5.6434400564509,,16,0.5144073963165283,33795
558,204,6.375,0.002420011783332009,,16,0.003143536625429988,33795
559,402,12.5625,0.0013200012101540004,,16,0.16977638006210327,33795
560,376,11.75,0.19921000187000004,,16,0.6998307704925537,33795
561,220,6.875,0.26400000121770006,,16,0.0033108750358223915,33795
562,362,11.3125,12.1000001001165,,16,0.2534399628639221,33795
563,310,9.6875,2.5301210022330504e-05,,16,0.005946863442659378,33795
564,308,9.625,0.11000005600666501,,16,0.4247714877128601,33795
565,374,11.6875,2.2000000000177655,,16,0.15196192264556885,33795
566,462,14.4375,1.9822000188798688e-05,,15,0.00077805359615013,33795
567,230,7.1875,0.0006732000011000003,,16,0.013838783837854862,33795
568,432,13.5,9.901776677663198,,16,0.5641571879386902,33795
569,296,9.25,0.03311000176660003,,16,0.033028677105903625,33795
570,300,9.375,9.90210443201874,,15,0.5459837913513184,33795
571,376,11.75,0.0011000000155210244,,16,0.6978216171264648,33795
572,318,9.9375,0.067210188219988,,16,0.562168300151825,33795
573,366,11.4375,0.1980144650033001,,15,0.7058496475219727,33795
574,268,8.375,0.0005500000000022002,,16,0.05282021313905716,33795
575,440,13.75,13.354024322429998,,16,0.3654468357563019,33795
576,374,11.6875,2.321143660056586e-05,,16,0.12573328614234924,33795
577,400,12.5,4.500443202648801,,16,0.09906306862831116,33795
578,316,9.875,0.001777602209900129,,16,0.2924883961677551,33795
579,396,12.375,0.03300555622100158,,16,0.568732738494873,33795
580,290,9.0625,0.21011336566003427,,15,0.2774108648300171,33795
581,226,7.0625,0.000330000019822,,16,0.7314968109130859,33795
582,300,9.375,0.20900000177210007,,16,0.05678443983197212,33795
583,210,6.5625,3.3000209,,16,0.5509579181671143,33795
584,362,11.3125,0.002427700330001431,,16,0.4410054683685303,33795
585,396,12.375,4.401446500000002,,16,0.6282129287719727,33795
586,278,8.6875,1.8700224489540547e-05,,16,0.27881914377212524,33795
587,492,15.375,2.299016709006603,,16,0.002054803539067507,33795
588,310,9.6875,1.4300567823432337e-11,,16,0.5304853916168213,33795
589,436,13.625,14.300000198017736,,16,0.1046859547495842,33795
590,420,13.125,4.543446721220023,,16,0.3158183693885803,33795
591,372,11.625,1.7755884511570717e-11,,16,0.7509404420852661,33795
592,318,9.9375,5.589210033330001,,16,0.7680303454399109,33795
593,352,11.0,5.500000000000002,,16,0.7534230947494507,33795
594,350,10.9375,0.0014466760088000259,,16,0.0011250097304582596,33795
595,256,8.0,3.3000055893299223,,15,0.2518797516822815,33795
596,338,10.5625,0.1882101540001668,,16,0.3019280433654785,33795
597,366,11.4375,0.012113365000143046,,16,0.012570980004966259,33795
598,252,7.875,0.0017766102201430003,,16,0.2056068778038025,33795
599,402,12.5625,0.1430176018821006,,15,0.4596657156944275,33795
600,394,12.3125,3.366000209880001,,16,0.11708416044712067,33795
601,294,9.1875,2.2000154008800554,,16,0.002748658414930105,33795
602,440,13.75,13.34422113200014,,16,0.4004109501838684,33795
603,294,9.1875,0.0019965110000444404,,16,0.19204697012901306,33795
604,340,10.625,6.677024201650198,,16,0.09207669645547867,33795
605,406,12.6875,0.06755210166650147,,16,0.08427529036998749,33795
606,236,7.375,9.901214522229804e-06,,15,0.014202523976564407,33795
607,432,13.5,7.777990004755778e-08,,16,0.1102638989686966,33795
608,268,8.375,0.0014477114301540222,,16,0.052729297429323196,33795
609,488,15.25,0.19965016633320012,,16,0.4908103346824646,33795
610,298,9.3125,6.600016622117599,,16,0.19485428929328918,33795
611,190,5.9375,0.16533550000016523,,16,0.002510146237909794,33795
612,350,10.9375,6.6000001546754,,15,0.007890675216913223,33795
613,264,8.25,2.2000011014301433,,15,0.6647873520851135,33795
614,272,8.5,5.599999901870145,,16,0.11332261562347412,33795
615,574,17.9375,0.16632000143023218,,16,0.46013009548187256,33795
616,458,14.3125,8.801870000015578,,16,0.0011921509867534041,33795
617,324,10.125,0.0017600017688336606,,14,0.11732076108455658,33795
618,294,9.1875,4.5430001760001435,,15,0.02360055036842823,33795
619,264,8.25,0.023210044000000006,,16,0.5979324579238892,33795
620,340,10.625,0.16501552265024208,,16,0.49132204055786133,33795
621,380,11.875,0.0018700000066000358,,16,0.07214504480361938,33795
622,378,11.8125,10.022224299999996,,16,0.3898273706436157,33795
623,398,12.4375,5.654011078210001,,16,0.00314800045453012,33795
624,200,6.25,9.934320178750389e-08,,16,0.0075689516961574554,33795
625,342,10.6875,0.001980001661044048,,16,0.7261191010475159,33795
626,266,8.3125,0.00022781000000202733,,16,0.09794517606496811,33795
627,260,8.125,1.878932000003763e-09,,16,0.0027927786577492952,33795
628,370,11.5625,0.00011000000026534234,,16,0.6701581478118896,33795
629,290,9.0625,0.17601446676220012,,16,0.011403584852814674,33795
630,276,8.625,5.50011440187012,,16,0.07561790943145752,33795
631,450,14.0625,0.044660033000000064,,16,0.5893219709396362,33795
632,328,10.25,0.1870000000187001,,15,0.12271188199520111,33795
633,346,10.8125,0.0017666452232330005,,16,0.7293304204940796,33795
634,214,6.6875,12.111000088330162,,16,0.0034057162702083588,33795
635,286,8.9375,4.401540055550002,,16,0.0019738164264708757,33795
636,210,6.5625,0.03410023210000178,,15,0.016400163993239403,33795
637,450,14.0625,1.324488018075246e-07,,16,0.003976063337177038,33795
638,328,10.25,1.7743015598026416e-09,,15,0.0036956937983632088,33795
639,282,8.8125,0.17666000000027507,,16,0.08545945584774017,33795
640,330,10.3125,11.000330000018863,,16,0.06437909603118896,33795
641,358,11.1875,13.343000242005576,,16,0.0028424214106053114,33795
642,342,10.6875,11.002107601319999,,16,0.4237127900123596,33795
643,390,12.1875,7.821019800662212,,16,0.42480313777923584,33795
644,388,12.125,0.14333000088342107,,16,0.0036176436115056276,33795
645,134,4.1875,0.25300000001986606,,16,0.1553763747215271,33795
646,382,11.9375,6.600000088000002,,16,0.0004087220295332372,33795
647,398,12.4375,8.921015576015465,,16,0.3423735201358795,33795
648,392,12.25,8.911665511210176,,16,0.010379409417510033,33795
649,460,14.375,9.988440154000001,,16,0.5186668634414673,33795
650,344,10.75,12.100000000000033,,16,0.5880110263824463,33795
651,372,11.625,0.18722000011000184,,16,0.3792755901813507,33795
652,348,10.875,1.100000199540154,,16,0.5241721868515015,33795
653,214,6.6875,0.022000000019800008,,16,0.001654254738241434,33795
654,364,11.375,5.654019965000165,,16,0.3937841057777405,33795
655,294,9.1875,0.18700014454016525,,16,0.023731786757707596,33795
656,296,9.25,0.1980110016500021,,15,0.3275834321975708,33795
657,146,4.5625,3.3011088015400027e-06,,16,0.03559601306915283,33795
658,340,10.625,0.0014476776600000404,,16,0.010361429303884506,33795
659,378,11.8125,0.00022880023004303438,,16,0.7562111616134644,33795
660,228,7.125,12.243000177540143,,16,0.23988676071166992,33795
661,300,9.375,0.001989989002276,,15,0.24969667196273804,33795
662,382,11.9375,0.18832020900015406,,16,0.3879389464855194,33795
663,362,11.3125,0.022117700000220033,,16,0.2075815051794052,33795
664,396,12.375,0.0003400100000015821,,16,0.6359860897064209,33795
665,388,12.125,0.166430177554311,,16,0.29988986253738403,33795
666,346,10.8125,2.2018931000209014,,16,0.008383778855204582,33795
667,380,11.875,1.2100187025300024,,16,0.5123026371002197,33795
668,290,9.0625,1.2335565220000007,,16,0.13589566946029663,33795
669,414,12.9375,13.200112202089999,,16,0.6947628259658813,33795
670,236,7.375,0.1650143000001436,,16,0.04679495468735695,33795
671,272,8.5,0.1998700667701989,,16,0.07338330149650574,33795
672,426,13.3125,12.23332017602758,,16,0.09397768974304199,33795
673,416,13.0,0.17655990166773283,,16,0.44461512565612793,33795
674,382,11.9375,0.0003377015400024368,,16,0.12458975613117218,33795
675,168,5.25,0.0005588891000000002,,16,0.000745646539144218,33795
676,444,13.875,0.1760001447600016,,16,0.7050594091415405,33795
677,294,9.1875,0.056224433445444005,,16,0.05398131534457207,33795
678,372,11.625,1.7721553301870346e-05,,16,0.16173137724399567,33795
679,402,12.5625,0.023335401551000046,,16,0.09011992812156677,33795
680,416,13.0,0.1105501540154005,,16,0.002532176673412323,33795
681,340,10.625,14.444336511000005,,16,0.40592628717422485,33795
682,360,11.25,1.760144334466981e-05,,16,0.7388597726821899,33795
683,278,8.6875,9.9022,,15,0.34743109345436096,33795
684,304,9.5,0.0674300015400019,,16,0.17987880110740662,33795
685,324,10.125,1.2101870154000305e-05,,16,0.14843927323818207,33795
686,242,7.5625,4.521880000344303,,16,0.3771350681781769,33795
687,312,9.75,0.03421880000000177,,16,0.007467648945748806,33795
688,324,10.125,1.6500000209035215e-07,,15,0.3075234591960907,33795
689,340,10.625,1.1021069730432115e-12,,16,0.004372124094516039,33795
690,384,12.0,1.430166552188023e-05,,16,0.20400968194007874,33795
691,148,4.625,5.6656600000187005,,16,0.06051450967788696,33795
692,230,7.1875,0.011110000998900669,,16,0.522783637046814,33795
693,334,10.4375,0.02321019866440245,,16,0.001716159749776125,33795
694,286,8.9375,1.980000018768201e-05,,16,0.09052163362503052,33795
695,274,8.5625,0.011782100220188782,,16,0.001980150118470192,33795
696,184,5.75,3.3005555011209034e-06,,16,0.0036543970927596092,33795
697,348,10.875,4.400338800000121,,15,0.10108299553394318,33795
698,372,11.625,0.16500016544562104,,16,0.6451206207275391,33795
699,300,9.375,0.0005502420121001408,,16,0.12027101963758469,33795
700,362,11.3125,0.18701664476990001,,16,0.054350174963474274,33795
701,354,11.0625,0.001990000554465,,16,0.08477233350276947,33795
702,324,10.125,0.0011000124443564677,,16,0.004087739158421755,33795
703,230,7.1875,1.7732000000000528e-05,,14,0.0429886132478714,33795
704,428,13.375,0.2425500000000016,,16,0.37489837408065796,33795
705,268,8.375,4.5007600000275,,16,0.05646689236164093,33795
706,358,11.1875,0.000550143890043,,16,0.6342687606811523,33795
707,302,9.4375,0.17600220253990126,,16,0.0974339097738266,33795
708,374,11.6875,0.14300000000000007,,16,0.4089193344116211,33795
709,450,14.0625,0.0004521770198023267,,16,0.5974535942077637,33795
710,358,11.1875,0.17600220001654404,,16,0.2524174749851227,33795
711,368,11.5,7.811765599000001,,16,0.6093543767929077,33795
712,438,13.6875,10.054110001980076,,16,0.24552574753761292,33795
713,464,14.5,12.101430144988921,,16,0.043425023555755615,33795
714,250,7.8125,0.0005643000000880001,,16,0.006744113750755787,33795
715,332,10.375,0.0003301556676000366,,16,0.3458961844444275,33795
716,360,11.25,1.980000000090765e-05,,16,0.7202560901641846,33795
717,318,9.9375,3.3000001882101997,,15,0.8304855823516846,33795
718,448,14.0,0.0016500024202102301,,15,0.7245692610740662,33795
719,244,7.625,1.8832007704972012e-07,,16,0.001741313491947949,33795
720,358,11.1875,0.00011000001543301013,,15,0.2736678719520569,33795
721,300,9.375,0.17699014302750168,,15,0.09700918197631836,33795
722,366,11.4375,2.0902548922572287e-11,,16,0.0020226603373885155,33795
723,390,12.1875,8.800027500009948,,16,1.0277085304260254,33795
724,286,8.9375,0.0014301989900220005,,16,0.03384440764784813,33795
725,314,9.8125,6.699330000000188,,15,0.0011196935083717108,33795
726,472,14.75,0.0008801882233113652,,16,0.0794747844338417,33795
727,418,13.0625,0.25300015400770004,,16,0.2975425720214844,33795
728,164,5.125,0.1430188320144543,,15,0.13056953251361847,33795
729,404,12.625,3.3015477,,16,0.2649900019168854,33795
730,448,14.0,7.855670900004402,,15,0.44429153203964233,33795
731,296,9.25,0.18799019802532205,,15,0.0640026181936264,33795
732,242,7.5625,1.1123201766603546e-06,,15,0.07904395461082458,33795
733,476,14.875,12.254017602090098,,14,0.0013502169167622924,33795
734,376,11.75,0.0016501430002310114,,16,0.386209100484848,33795
735,324,10.125,0.0009900025300003305,,16,0.1282767951488495,33795
736,336,10.5,0.0017733320000330422,,16,0.03964627534151077,33795
737,240,7.5,11.00099000044011,,16,0.01663046143949032,33795
738,346,10.8125,0.14300025300453326,,16,0.2216559201478958,33795
739,384,12.0,11.187000187,,16,0.0020650234073400497,33795
740,438,13.6875,1.767702200101882e-05,,16,0.4617508053779602,33795
741,278,8.6875,1.870066789956202e-09,,15,0.33210277557373047,33795
742,242,7.5625,11.077016500329998,,16,0.6777883768081665,33795
743,356,11.125,9.900880000002335,,16,0.17633746564388275,33795
744,418,13.0625,0.17777541101650005,,16,0.0008660537423565984,33795
745,512,16.0,0.011000264895402026,,16,0.024564513936638832,33795
746,306,9.5625,0.18854020900110174,,16,0.006202537100762129,33795
747,242,7.5625,0.15444014300440148,,16,0.023544838652014732,33795
748,460,14.375,5.6334455004355,,16,0.4711722135543823,33795
749,210,6.5625,0.05500000000012101,,16,0.0041073765605688095,33795
750,334,10.4375,0.0022100210034320003,,15,0.23786628246307373,33795
751,434,13.5625,0.055000000000001596,,16,0.2120169997215271,33795
752,306,9.5625,0.13201541100017603,,16,0.16039860248565674,33795
753,266,8.3125,2.2020900011066993,,16,0.7306300401687622,33795
754,210,6.5625,1.1110187000001885,,16,0.019048266112804413,33795
755,244,7.625,0.0008800550000005634,,16,0.46098044514656067,33795
756,438,13.6875,0.27500555501441004,,16,0.030322499573230743,33795
757,318,9.9375,1.8832000000000496e-07,,16,0.5660116672515869,33795
758,456,14.25,0.001660044663200001,,15,0.02629414200782776,33795
759,306,9.5625,0.1760000014410001,,16,0.3975430428981781,33795
760,312,9.75,0.00011000264990177257,,16,0.007382035721093416,33795
761,428,13.375,13.311653377443434,,16,0.005938916467130184,33795
762,448,14.0,9.94400000176,,16,0.06989128887653351,33795
763,362,11.3125,4.401434411011,,16,0.29815301299095154,33795
764,166,5.1875,7.7005500440044,,15,0.0396423414349556,33795
765,376,11.75,9.99966220000021,,16,0.001462059561163187,33795
766,244,7.625,0.04400000000000069,,14,0.0006959679303690791,33795
767,382,11.9375,7.7004411343563e-06,,16,0.7408664226531982,33795
768,224,7.0,0.02233338899000002,,16,0.6757789850234985,33795
769,316,9.875,0.0011000446622005744,,16,0.42553621530532837,33795
770,492,15.375,0.0018832778801980271,,16,0.6357040405273438,33795
771,348,10.875,0.0014301430187550004,,16,0.38842013478279114,33795
772,470,14.6875,2.2023166002344445,,16,0.22887930274009705,33795
773,436,13.625,0.1650001656700436,,16,0.23876670002937317,33795
774,300,9.375,0.14432000154017607,,16,0.15661711990833282,33795
775,372,11.625,0.11000330000015401,,16,0.040000446140766144,33795
776,458,14.3125,10.000430264000004,,15,0.7109479904174805,33795
777,422,13.1875,0.1650001760154019,,16,0.15430760383605957,33795
778,342,10.6875,1.4311000342870464e-09,,15,0.3866889774799347,33795
779,514,16.0625,0.0026400017633020304,,16,0.02637721598148346,33795
780,414,12.9375,0.00165000177870011,,16,0.5203846096992493,33795
781,334,10.4375,2.200000143003301,,15,0.4959663152694702,33795
782,298,9.3125,0.08867540034005525,,16,0.00914632435888052,33795
783,206,6.4375,0.03300564301430001,,16,0.2016327679157257,33795
784,232,7.25,0.19801760000552238,,16,0.010839400812983513,33795
785,322,10.0625,0.07700000001883336,,16,0.02480245940387249,33795
786,468,14.625,0.18700022077662232,,16,0.42999911308288574,33795
787,440,13.75,0.055110000019933,,16,0.14430922269821167,33795
788,420,13.125,0.19802004201870171,,16,0.5042649507522583,33795
789,416,13.0,0.0017689553201557945,,16,0.020008813589811325,33795
790,424,13.25,5.611430188210001,,16,0.33654457330703735,33795
791,328,10.25,0.06754556600026522,,16,0.5187898874282837,33795
792,76,2.375,1.6610550000880007e-07,,16,0.0453934445977211,33795
793,182,5.6875,0.0015521000176770003,,16,0.0005483590648509562,33795
794,310,9.6875,7.810223300660279e-06,,16,0.5324314832687378,33795
795,282,8.8125,0.1980231000187005,,14,0.3747548460960388,33795
796,494,15.4375,0.14300017721022076,,16,0.09604454785585403,33795
797,310,9.6875,0.011018700014300026,,16,0.18546396493911743,33795
798,368,11.5,7.700017666017598,,15,0.7727887630462646,33795
799,360,11.25,5.610000133430022,,16,0.0050390963442623615,33795
800,338,10.5625,5.632110000024211,,16,0.8266386985778809,33795
801,318,9.9375,0.0017688344300990104,,16,0.10251843184232712,33795
802,338,10.5625,0.0018832019800000426,,16,0.106022909283638,33795
803,226,7.0625,0.056100000224499014,,16,0.017902255058288574,33795
804,262,8.1875,0.0013387000000000368,,16,0.0014863212127238512,33795
805,302,9.4375,1.4454000165027728e-05,,16,0.6086822748184204,33795
806,416,13.0,7.844443201991,,16,0.2766438126564026,33795
807,340,10.625,0.06689335400000158,,16,0.023483427241444588,33795
808,362,11.3125,14.3014454018898,,16,0.001446234411559999,33795
809,378,11.8125,13.202090001540064,,16,0.5761265754699707,33795
810,430,13.4375,13.255770000000002,,16,0.000645180232822895,33795
811,312,9.75,0.034210143014300004,,16,0.04125119000673294,33795
812,464,14.5,0.13201666599330167,,16,0.5459959506988525,33795
813,364,11.375,0.2426732880143995,,16,0.010644644498825073,33795
814,302,9.4375,10.010023100000002,,16,0.007548264227807522,33795
815,410,12.8125,0.0023102107600014455,,16,0.3198493421077728,33795
816,310,9.6875,2.2004554019833003,,16,0.4110311269760132,33795
817,370,11.5625,0.0020956540198022,,16,0.7063145637512207,33795
818,420,13.125,7.79902530088,,16,0.34207677841186523,33795
819,308,9.625,11.08800110000025,,16,0.5590630769729614,33795
820,432,13.5,12.101760066018834,,16,0.6684359312057495,33795
821,422,13.1875,2.541044000012801e-05,,15,0.3734879195690155,33795
822,146,4.5625,0.03300990000550003,,16,0.057085875421762466,33795
823,364,11.375,2.244440044018876,,16,0.0017546757590025663,33795
824,336,10.5,0.0015477001221000236,,16,0.5941649079322815,33795
825,338,10.5625,11.165660000019964,,16,0.011314941570162773,33795
826,286,8.9375,0.001650000660199142,,16,0.03875528648495674,33795
827,256,8.0,1.5401980000137658e-05,,16,0.0010649343021214008,33795
828,338,10.5625,0.14322000143330246,,16,0.357780396938324,33795
829,162,5.0625,4.4883300000000045e-06,,16,0.138942152261734,33795
830,410,12.8125,2.6401327832039617e-07,,16,0.134396493434906,33795
831,202,6.3125,0.0674388017743,,15,0.17196978628635406,33795
832,260,8.125,4.400023210000002,,16,0.25256794691085815,33795
833,286,8.9375,2.200000177320035,,16,0.38564449548721313,33795
834,220,6.875,1.760143771177001e-07,,16,0.0007231622003018856,33795
835,474,14.8125,0.02200775622655504,,16,0.4588472843170166,33795
836,190,5.9375,0.03300019800015403,,15,0.6186621189117432,33795
837,204,6.375,0.06700650220770002,,15,0.21907927095890045,33795
838,358,11.1875,0.001882101768822036,,16,0.23623798787593842,33795
839,406,12.6875,0.022002222230043042,,16,0.41345590353012085,33795
840,348,10.875,0.0006600880002208806,,16,0.0007103991811163723,33795
841,394,12.3125,0.0009901557600000002,,16,0.2728063464164734,33795
842,250,7.8125,0.1650001441111218,,16,0.0010833771666511893,33795
843,298,9.3125,0.09900000001442281,,16,0.6146069169044495,33795
844,258,8.0625,1.883332000000049e-05,,15,0.00058270018780604,33795
