episode,cumulative_reward,average_reward,discounted_reward,q_value_change,sample_efficiency,policy_entropy,space_complexity
119,504,15.75,17.6023177880143,136.99474874138832,16,0.3995630145072937,33795
120,414,12.9375,18.931330001870162,177.31405353546143,16,0.0002780428621917963,33795
121,314,9.8125,11.133332243000003,137.64661974459887,16,0.06404494494199753,33795
122,386,12.0625,14.30176000187,99.97795450687408,16,0.22997361421585083,33795
123,384,12.0,22.000233200334424,143.8917479366064,16,0.6767640113830566,33795
124,370,11.5625,15.532020900880001,215.0018014907837,16,0.516602098941803,33795
125,348,10.875,0.25432444401775445,140.0188649892807,16,0.013736160472035408,33795
126,306,9.5625,0.022887700000066038,203.77862609550357,16,0.08565109968185425,33795
127,254,7.9375,0.209000165000176,164.7559052426368,16,0.09855569899082184,33795
128,518,16.1875,1.8887014305221954e-07,191.12024691700935,16,0.024606715887784958,33795
129,260,8.125,2.2220000017732002,367.58837112784386,16,0.012046648189425468,33795
130,494,15.4375,43.0767789320066,193.87204916402698,16,0.08344904333353043,33795
131,288,9.0,4.543016588880002,99.77704584226012,16,0.00019763414456974715,33795
132,268,8.375,20.90253,259.8999605178833,16,0.05939919501543045,33795
133,470,14.6875,15.401650144988933,146.50810249894857,16,0.4427642822265625,33795
134,336,10.5,45.1000189310011,277.5786296813749,15,0.7829337120056152,33795
135,308,9.625,0.0017666000001665641,85.7723536491394,16,0.030116498470306396,33795
136,438,13.6875,44.00066555500439,415.2716528950259,16,0.32093560695648193,33795
137,410,12.8125,0.14344015533115573,151.95267385957413,16,0.005162546411156654,33795
138,416,13.0,0.06602322177016502,224.68445245921612,16,0.6707826852798462,33795
139,384,12.0,27.500000001877698,174.26847148127854,16,0.5160819292068481,33795
140,268,8.375,8.800880000006604,149.09527020528913,16,0.45728975534439087,33795
141,470,14.6875,34.188024333334425,124.12049894034863,16,0.6821234226226807,33795
142,290,9.0625,4.4110000024200025,172.66023460030556,16,0.6642210483551025,33795
143,324,10.125,4.422015510000002,118.10438868403435,16,0.004856371320784092,33795
144,360,11.25,28.600660001555404,113.13681862712838,16,0.07356955111026764,33795
145,458,14.3125,47.301436677439995,788.3079533874989,16,0.15957525372505188,33795
146,380,11.875,19.92221005588019,122.88779903203249,15,0.7461121678352356,33795
147,398,12.4375,0.002200000011000037,128.9964026287198,16,0.26124677062034607,33795
148,408,12.75,0.06600000253000157,121.48945603519678,14,0.7081139087677002,33795
149,212,6.625,1.6501661000008804e-05,198.11921134591103,15,0.6720930337905884,33795
150,378,11.8125,4.400005643000002,90.83029340207577,15,0.1601267009973526,33795
151,264,8.25,0.0014421013200770123,169.98642998933792,16,0.03453399986028671,33795
152,360,11.25,0.03300220077784467,79.40075486479327,16,1.8713722965912893e-05,33795
153,288,9.0,8.800121088003333,205.41564601659775,15,0.0003670887090265751,33795
154,376,11.75,0.17787220066023107,147.316257596598,15,0.750353217124939,33795
155,386,12.0625,9.901870066,106.96735368669033,16,0.28478437662124634,33795
156,296,9.25,18.70000020989555,175.1391191482544,16,0.06070750951766968,33795
157,364,11.375,1.1002277004502194e-06,157.91928265057504,16,0.48627719283103943,33795
158,428,13.375,0.22088014432000044,138.4705542474985,16,0.5042537450790405,33795
159,438,13.6875,8.955442100013281,172.48461174964905,16,0.4472349286079407,33795
160,326,10.1875,0.17721015400000006,124.19682313501835,16,0.0856115072965622,33795
161,290,9.0625,18.70154990155336,94.71040093898773,15,0.0832616463303566,33795
162,402,12.5625,21.054000209783354,303.6621889472008,16,0.6974039077758789,33795
163,238,7.4375,0.14421000144430013,103.938207577914,16,0.1723339557647705,33795
164,302,9.4375,2.3111033000000014,121.76291944086552,15,0.6698945760726929,33795
165,358,11.1875,1.101540022000002,169.26025742292404,16,0.3854360282421112,33795
166,370,11.5625,0.04402647701555556,177.2848924100399,16,0.5743821263313293,33795
167,428,13.375,0.2762100440067227,133.2967437375337,16,0.13999304175376892,33795
168,274,8.5625,23.17701652200339,217.0183041896671,16,0.14665527641773224,33795
169,374,11.6875,17.6006765440232,107.32598925754428,16,0.45583540201187134,33795
170,480,15.0,13.266015466016663,154.37104913592339,16,0.7080521583557129,33795
171,460,14.375,47.300003300002196,1170.8768654577434,16,0.23478901386260986,33795
172,286,8.9375,1.4399550002442415e-09,120.97264160960913,16,0.0009003980085253716,33795
173,270,8.4375,0.07701997744210001,284.86821036040783,16,0.004603106994181871,33795
174,346,10.8125,5.6325577000154015,141.45894139260054,16,0.037721022963523865,33795
175,394,12.3125,15.533650144660054,122.18741709925234,16,0.059732768684625626,33795
176,340,10.625,13.311320033000056,100.86490545910783,16,0.731094479560852,33795
177,312,9.75,1.8700000002009895e-05,105.03816716372967,16,0.5966333150863647,33795
178,402,12.5625,1.5599003200028605e-05,152.80142569773307,16,0.46226412057876587,33795
179,420,13.125,16.500440022,322.18761773593724,16,0.3618663549423218,33795
180,300,9.375,5.501870088660005e-06,155.60190640029032,15,0.18075443804264069,33795
181,368,11.5,0.0018702310001439168,146.47905967012048,16,0.07486601918935776,33795
182,378,11.8125,15.400000176008867,250.865518219769,16,0.014137386344373226,33795
183,634,19.8125,16.6663366665499,127.10790169984102,16,0.07565917819738388,33795
184,432,13.5,3.3011001994400115,89.95851837098598,16,0.021752549335360527,33795
185,306,9.5625,0.0006601441132110005,157.30942461267114,15,0.013008587062358856,33795
186,434,13.5625,23.101666677882104,177.7802428966388,16,0.015944864600896835,33795
187,528,16.5,35.20242770000018,143.96970194624737,16,0.5773648023605347,33795
188,294,9.1875,0.15565112289540003,207.95618325471878,16,0.1947738230228424,33795
189,478,14.9375,18.832001100660005,100.09365008072928,16,0.16186437010765076,33795
190,298,9.3125,0.0016666985501875595,163.4641003217548,16,0.007480717729777098,33795
191,202,6.3125,29.83200000001219,149.51229924336076,15,0.018111012876033783,33795
192,412,12.875,17.60044000165016,283.52128921076655,16,3.511177055770531e-05,33795
193,324,10.125,23.100000165004406,150.32470551040024,16,0.019072826951742172,33795
194,276,8.625,11.088009900000001,135.50217166915536,16,0.6583857536315918,33795
195,434,13.5625,12.221990186999998,196.58970180526376,16,0.6666219830513,33795
196,284,8.875,10.011116500440155,97.4861237294972,16,0.009189366362988949,33795
197,310,9.6875,0.18844656754004402,115.9533588513732,16,0.693950891494751,33795
198,440,13.75,0.1557667100232104,182.6873157992959,16,0.3608130216598511,33795
199,218,6.8125,15.400220000000001,129.53223145194352,16,0.6863134503364563,33795
200,226,7.0625,5.533014322233201,150.4505220707506,16,0.007778441067785025,33795
201,310,9.6875,14.355000198000004,138.9637401662767,16,0.009871422313153744,33795
202,410,12.8125,0.19801996599110191,157.8383993683383,15,0.4855367839336395,33795
203,448,14.0,0.15401551099013203,256.2131423484534,16,0.7208899259567261,33795
204,496,15.5,45.28701540155213,292.76089857518673,16,0.6374838352203369,33795
205,268,8.375,0.1980132005500341,149.44411244243383,16,0.013958841562271118,33795
206,362,11.3125,22.066015401658795,137.6052971035242,16,0.030302012339234352,33795
207,240,7.5,1.766600014300027e-07,132.29245311021805,16,0.4584706425666809,33795
208,516,16.125,27.62100000154027,220.29564957739785,16,0.6671950817108154,33795
209,390,12.1875,0.14300231111445535,85.58601637574611,16,0.01257566548883915,33795
210,468,14.625,0.0016522000231550466,146.01952248811722,16,0.005852955859154463,33795
211,438,13.6875,39.75402322221,261.66020975261927,15,0.08177090436220169,33795
212,442,13.8125,0.04400000002420168,78.69297088682652,15,0.08012492954730988,33795
213,388,12.125,0.09901652200022008,226.36841085605556,16,0.0011897241929545999,33795
214,432,13.5,13.398770001099999,185.78164631593972,16,0.0011231936514377594,33795
215,174,5.4375,19.8,66.40091264247894,15,0.25114905834198,33795
216,452,14.125,26.49934111110553,159.62152496911585,16,0.01721869967877865,33795
217,288,9.0,2.2770001994300015,152.81460398435593,16,0.3144036531448364,33795
218,334,10.4375,0.0022055232210994543,170.76674410700798,16,0.006889765150845051,33795
219,522,16.3125,13.36502200011,108.41260594129562,16,0.002085024956613779,33795
220,472,14.75,10.021000155663199,66.64486331120133,16,0.002603254746645689,33795
221,256,8.0,19.877001101540003,107.75312643125653,16,0.6025147438049316,33795
222,204,6.375,0.0017600000000000003,131.72688948037103,15,0.015833277255296707,33795
223,294,9.1875,0.0016610000000016746,114.99657502770424,15,0.16030743718147278,33795
224,328,10.25,16.6320264,115.68328981846571,16,0.021453438326716423,33795
225,320,10.0,19.80033112200007,166.68505582213402,16,0.0007402563351206481,33795
226,300,9.375,0.0006600000001430081,117.69603912718594,15,0.008722980506718159,33795
227,472,14.75,0.18700001100013247,273.48916520550847,15,0.1623648703098297,33795
228,210,6.5625,14.300006600016657,95.19027151796035,16,0.5983258485794067,33795
229,270,8.4375,0.18701548900321108,193.74641048908234,16,0.14113369584083557,33795
230,332,10.375,0.15488000000018703,197.09076026524417,16,0.2985205054283142,33795
231,378,11.8125,19.867218855014507,223.17410091566853,16,0.01417512446641922,33795
232,282,8.8125,16.643000165014467,232.84094198420644,16,0.00022106057440396398,33795
233,474,14.8125,15.400556600015445,235.41446750611067,16,0.33494818210601807,33795
234,386,12.0625,0.19987990000000033,134.91168025881052,16,0.5056281089782715,33795
235,394,12.3125,11.1549901760176,151.8566610328853,16,0.032953549176454544,33795
236,410,12.8125,0.1555543025433447,86.0837982352823,16,0.006107624154537916,33795
237,348,10.875,1.5444660209000008e-05,166.7336674258113,16,0.6220760345458984,33795
238,434,13.5625,44.00088440001869,257.7296816408634,16,0.003517284756526351,33795
239,392,12.25,0.0015402003100026573,185.74290898442268,16,0.4160364866256714,33795
240,342,10.6875,15.40187005500009,252.80092182243243,16,0.48728036880493164,33795
241,454,14.1875,0.16666775510007706,259.1342951115221,16,0.7606215476989746,33795
242,346,10.8125,9.90000000165011,115.94368828833103,16,0.12563712894916534,33795
243,394,12.3125,34.100005632000006,232.1227551549673,16,0.4140881896018982,33795
244,344,10.75,0.1551000885633554,109.90639309212565,16,0.5115069150924683,33795
245,424,13.25,11.100113288015562,238.79063361976296,16,0.1913370043039322,33795
246,440,13.75,11.044233200440162,228.18174761533737,16,0.10134969651699066,33795
247,376,11.75,12.199770176,144.55253759026527,16,0.6807131767272949,33795
248,382,11.9375,14.300220253,298.2054037153721,16,0.536821722984314,33795
249,370,11.5625,0.14300025411114492,131.80741530656815,15,0.013384868390858173,33795
250,306,9.5625,13.200000000121161,143.63242515549064,16,0.01438930444419384,33795
251,436,13.625,24.200000177554298,121.01593737117946,16,0.46403586864471436,33795
252,402,12.5625,7.701765577000153,171.89688386023045,16,0.1486833095550537,33795
253,464,14.5,14.455328800440004,145.28524547070265,16,0.003793396521359682,33795
254,436,13.625,18.7000000000002,89.01656779646873,16,0.4359661936759949,33795
255,188,5.875,1.9800025410440008e-05,162.38831996917725,16,0.041408173739910126,33795
256,388,12.125,26.401434499000153,110.87226831912994,16,0.3511572480201721,33795
257,218,6.8125,0.17765000000015438,164.9850088469684,16,0.0019376636482775211,33795
258,456,14.25,14.444100178200001,253.39594915509224,16,0.004435934126377106,33795
259,262,8.1875,1.560900020900024e-05,223.08460789907258,16,0.021489132195711136,33795
260,368,11.5,0.06644000000005504,131.60744562651962,16,0.20368632674217224,33795
261,198,6.1875,12.100000088000002,143.27255691599566,16,0.6643121242523193,33795
262,436,13.625,2.200000001650178,174.74202998168766,16,0.32359862327575684,33795
263,376,11.75,15.532000143990164,72.0964900420513,16,0.6312026977539062,33795
264,474,14.8125,23.221021022445406,118.25467639416456,16,0.5403633117675781,33795
265,424,13.25,15.40088000121,89.07121221721172,16,0.3123910129070282,33795
266,326,10.1875,15.566540022000003,86.15303076070268,16,0.0012092432007193565,33795
267,458,14.3125,0.0014466773201441201,91.89775474742055,16,0.023447467014193535,33795
268,326,10.1875,13.255000176115512,108.89866106212139,16,0.017796345055103302,33795
269,480,15.0,0.16633320275000013,174.37022579531185,16,0.10775581002235413,33795
270,310,9.6875,0.18789210001986606,174.37724244780838,16,0.5056421756744385,33795
271,264,8.25,1.1015444004400006,143.1488887090236,16,0.1204163134098053,33795
272,482,15.0625,17.711221154000153,120.8945538662374,16,0.3222099244594574,33795
273,300,9.375,19.933100000554404,111.18882504105568,15,0.47457242012023926,33795
274,258,8.0625,16.677430001550995,116.37052150443196,16,0.6840644478797913,33795
275,316,9.875,0.06655555644440034,88.26871095109527,16,0.5726668238639832,33795
276,380,11.875,10.054000176000143,95.13184136897326,16,0.011166185140609741,33795
277,268,8.375,15.422000154008888,172.34922024718253,16,0.3430008292198181,33795
278,366,11.4375,19.94422327722009,236.32676690164953,16,0.005985822528600693,33795
279,344,10.75,0.056544456210188,171.389086663723,16,0.004957818426191807,33795
280,248,7.75,13.200669901654454,198.3515523960814,16,0.39023178815841675,33795
281,428,13.375,13.277666677016501,81.7747732065618,16,0.10107110440731049,33795
282,306,9.5625,0.08800000056430146,128.9625314772129,16,0.3037809133529663,33795
283,310,9.6875,4.543000000000088,256.64050245285034,16,0.006878480315208435,33795
284,466,14.5625,25.488430154880014,366.87715315818787,16,0.04956178739666939,33795
285,320,10.0,1.5402530001805294e-05,108.69159732549451,16,0.5535892248153687,33795
286,130,4.0625,0.022000154440000003,98.43323116749525,15,0.040078215301036835,33795
287,374,11.6875,8.900443244005578,159.3617951127817,16,0.024890270084142685,33795
288,272,8.5,1.6756427908025311e-15,109.56710638478398,15,0.0013163064140826464,33795
289,394,12.3125,23.10066220001772,125.90372372791171,16,0.10545641928911209,33795
290,262,8.1875,16.58910017600013,281.74803164228797,16,0.04805075749754906,33795
291,464,14.5,18.700770001543294,178.042540024966,16,0.22617347538471222,33795
292,270,8.4375,15.4000000000187,141.86047175200656,16,0.008876174688339233,33795
293,186,5.8125,0.16500008833000004,122.30691692139953,16,0.002588785020634532,33795
294,288,9.0,17.711325500005582,199.97501304373145,15,0.04019367694854736,33795
295,312,9.75,0.19822660132550005,148.49109561741352,16,0.08135385066270828,33795
296,426,13.3125,12.100017602090197,254.90588396787643,16,0.08868677169084549,33795
297,198,6.1875,12.100000055000143,50.45988421840593,16,0.4110862612724304,33795
298,238,7.4375,1.4301554454000005e-05,150.12613663077354,16,0.8203771114349365,33795
299,376,11.75,12.211650022000189,131.74724532209802,16,0.04600881412625313,33795
300,364,11.375,13.200003345210161,151.68519034981728,16,0.03171496093273163,33795
301,372,11.625,28.60165026401442,194.69614839553833,15,0.024314604699611664,33795
302,436,13.625,0.001996500000144321,165.03297283872962,16,0.7504156827926636,33795
303,242,7.5625,0.0014421000000440212,163.94920806615846,16,0.5213805437088013,33795
304,354,11.0625,0.14411113200007705,227.99592399038374,16,0.5943471193313599,33795
305,358,11.1875,33.08800220022017,225.42368446290493,16,0.0828176885843277,33795
306,332,10.375,14.300017600000002,144.16305361315608,16,0.11759397387504578,33795
307,458,14.3125,0.0016501773211122545,163.91576905734837,16,0.7213677763938904,33795
308,358,11.1875,13.2003300000187,134.01349204301368,15,0.0066503481939435005,33795
309,394,12.3125,0.20900001243018845,185.25206136330962,16,0.46816712617874146,33795
310,274,8.5625,34.100016588000145,245.23403975367546,16,0.0016939265187829733,33795
311,334,10.4375,0.19976000165016627,125.05246464163065,16,0.0071848598308861256,33795
312,442,13.8125,0.1999877005599783,117.9549585133791,16,0.03255961090326309,33795
313,266,8.3125,0.0014301555598000104,135.66216355965298,16,0.005478277802467346,33795
314,284,8.875,0.14322110056003226,119.37280989065766,16,0.3902597725391388,33795
315,342,10.6875,0.11055220000220006,115.47715505212545,16,0.3516952395439148,33795
316,424,13.25,0.1442233430198017,83.90926350653172,15,0.616020679473877,33795
317,410,12.8125,11.022019802648803,223.64630464510992,16,0.04375586658716202,33795
318,336,10.5,16.501988889225398,141.3323299814365,16,0.3825880289077759,33795
319,394,12.3125,13.202430010000189,232.03261655007373,16,0.02609850838780403,33795
320,408,12.75,0.2757700440187008,290.36060206592083,16,0.5534191131591797,33795
321,384,12.0,0.16643014333447703,185.21232613548636,16,0.08629673719406128,33795
322,458,14.3125,0.154000220674399,261.4739407300949,16,0.4265581965446472,33795
323,414,12.9375,16.50143998910002,89.8114256337285,15,0.38251352310180664,33795
324,388,12.125,22.000024321000208,220.00223129987717,16,0.4427580237388611,33795
325,298,9.3125,0.0016677320154000264,211.63709938526154,16,0.005810873582959175,33795
326,456,14.25,10.033430000009902,164.29427217971534,16,0.442333459854126,33795
327,240,7.5,0.19965554423222107,73.45410634344444,16,0.4396796226501465,33795
328,236,7.375,15.402422200000002,135.90714330552146,16,0.007659184746444225,33795
329,516,16.125,14.432019802105522,243.77341270446777,16,0.2101845145225525,33795
330,310,9.6875,0.0017600000121018914,77.34136671712622,16,0.12340572476387024,33795
331,336,10.5,52.97600014300017,140.70742720365524,15,0.1851944923400879,33795
332,424,13.25,0.16500440242000006,245.39880953621469,16,0.2608945965766907,33795
333,364,11.375,18.84443020031782,155.97594307514373,16,0.1841404139995575,33795
334,366,11.4375,18.7000154000143,119.98178240656853,16,0.006301903631538153,33795
335,284,8.875,16.502090000002198,111.11473689228296,16,0.018627535551786423,33795
336,368,11.5,20.90000019888019,215.43052010471,16,0.015819309279322624,33795
337,452,14.125,0.0011001987701218807,171.09344664216042,16,0.05616101250052452,33795
338,550,17.1875,25.443001100000256,243.04171280609444,16,0.6495466232299805,33795
339,430,13.4375,40.8320002322244,329.3855104595423,16,0.6284607648849487,33795
340,464,14.5,10.066003343014456,115.54172465205193,16,0.020770803093910217,33795
341,220,6.875,5.566003300000002,194.67393044033088,16,0.03282885625958443,33795
342,472,14.75,36.44389210252999,191.14212598092854,16,0.15163546800613403,33795
343,320,10.0,0.19800000000660006,117.82841381849721,16,0.02422501891851425,33795
344,560,17.5,36.411664366020894,243.28510714136064,16,0.067270427942276,33795
345,332,10.375,0.0773421004400338,316.65071670594625,16,0.714918851852417,33795
346,444,13.875,20.96721999900332,119.46067833900452,16,0.5499430894851685,33795
347,452,14.125,0.21033650110015403,204.93449980020523,16,0.11884980648756027,33795
348,220,6.875,0.044017678210000015,204.99185570701957,15,0.0012700615916401148,33795
349,266,8.3125,0.15511219967113204,120.67790220677853,16,0.15961585938930511,33795
350,392,12.25,50.733661,216.56355932334554,16,0.009464998729526997,33795
351,374,11.6875,0.1768911320000017,59.55179660394788,15,0.08359546214342117,33795
352,256,8.0,0.00034333211338800006,115.75492144282907,16,0.4111514091491699,33795
353,362,11.3125,15.543000011662269,274.7942004799843,16,0.5634649991989136,33795
