episode,step,state,action,reward,next_state,terminated,cumulative_reward,average_reward,discounted_reward,convergence_rate,sample_efficiency,policy_consistency,policy_entropy,time_complexity,space_complexity
103,16,[61. 16.],,,,True,394,12.3125,0.20978210165000213,-1.3333333333333333,32,1.0,0.6556861996650696,0.00093841552734375,33795
104,16,[5. 0.],,,,True,448,14.0,18.832000000018834,-3.0,32,1.0,6.417632539523765e-05,0.00080108642578125,33795
105,16,[ 0. 39.],,,,True,378,11.8125,0.16500000220880004,-1.6666666666666667,32,1.0,0.1676054745912552,0.0008146762847900391,33795
106,16,[41. 25.],,,,True,422,13.1875,9.90001430056223,0.7777777777777778,32,1.0,0.7057035565376282,0.000782012939453125,33795
107,16,[22. 10.],,,,True,422,13.1875,20.900018887770184,1.6666666666666667,32,1.0,0.1464439034461975,0.0006902217864990234,33795
108,16,[39. 43.],,,,True,388,12.125,13.200015543220001,-1.7777777777777777,32,1.0,0.5931820869445801,0.0008640289306640625,33795
109,16,[10. 13.],,,,True,286,8.9375,12.100003300006602,-2.7777777777777777,32,1.0,0.11715176701545715,0.0007860660552978516,33795
110,16,[30. 35.],,,,True,460,14.375,25.30012100000993,-0.8888888888888888,32,1.0,0.2694459557533264,0.0008490085601806641,33795
111,16,[39.  9.],,,,True,320,10.0,20.901884466760002,3.3333333333333335,32,1.0,0.3845469653606415,0.0008146762847900391,33795
112,16,[ 0. 46.],,,,True,388,12.125,4.521007744024201,-4.444444444444445,32,1.0,0.28101593255996704,0.0008504390716552734,33795
113,16,[19. 30.],,,,True,416,13.0,0.1768800016501431,-0.8888888888888888,32,1.0,0.22122254967689514,0.0009710788726806641,33795
114,16,[29. 40.],,,,True,256,8.0,5.501870001107809,1.7777777777777777,32,1.0,0.4773602783679962,0.0009663105010986328,33795
115,16,[ 0. 41.],,,,True,332,10.375,14.300000000000212,-4.555555555555555,32,1.0,0.16703195869922638,0.0007760524749755859,33795
116,16,[12. 22.],,,,True,456,14.25,0.15521019943000003,0.1111111111111111,32,1.0,0.5056830048561096,0.0007200241088867188,33795
117,16,[ 0. 20.],,,,True,402,12.5625,40.84421016633108,0.0,32,1.0,0.0033939878921955824,0.0007112026214599609,33795
118,16,[10.  6.],,,,True,372,11.625,19.801446687000166,0.2222222222222222,32,1.0,0.2767290472984314,0.0007407665252685547,33795
119,16,[2. 6.],,,,True,504,15.75,17.6023177880143,2.7777777777777777,32,1.0,0.3995630145072937,0.0007236003875732422,33795
120,16,[0. 9.],,,,True,414,12.9375,18.931330001870162,-2.0,32,1.0,0.0002780428621917963,0.0007939338684082031,33795
121,16,[ 0. 41.],,,,True,314,9.8125,11.133332243000003,-5.111111111111111,32,1.0,0.06404494494199753,0.0008320808410644531,33795
122,16,[ 3. 44.],,,,True,386,12.0625,14.30176000187,0.4444444444444444,32,1.0,0.22997361421585083,0.0008242130279541016,33795
123,16,[22.  3.],,,,True,384,12.0,22.000233200334424,2.3333333333333335,32,1.0,0.6767640113830566,0.0008542537689208984,33795
124,16,[17. 40.],,,,True,370,11.5625,15.532020900880001,1.0,32,1.0,0.516602098941803,0.0007610321044921875,33795
125,16,[ 0. 33.],,,,True,348,10.875,0.25432444401775445,-5.555555555555555,32,1.0,0.013736160472035408,0.0008387565612792969,33795
126,16,[ 0. 42.],,,,True,306,9.5625,0.022887700000066038,0.0,32,1.0,0.08565109968185425,0.0008723735809326172,33795
127,16,[ 0. 43.],,,,True,254,7.9375,0.209000165000176,0.0,32,1.0,0.09855569899082184,0.0008745193481445312,33795
128,16,[ 7. 23.],,,,True,518,16.1875,1.8887014305221954e-07,2.6666666666666665,32,1.0,0.024606715887784958,0.0008556842803955078,33795
129,16,[ 0. 16.],,,,True,260,8.125,2.2220000017732002,0.0,32,1.0,0.012046648189425468,0.0008704662322998047,33795
130,16,[ 0. 47.],,,,True,494,15.4375,43.0767789320066,-3.7777777777777777,32,1.0,0.08344904333353043,0.000827789306640625,33795
131,16,[0. 9.],,,,True,288,9.0,4.543016588880002,-2.3333333333333335,32,1.0,0.00019763414456974715,0.0008387565612792969,33795
132,16,[ 0. 25.],,,,True,268,8.375,20.90253,0.0,32,1.0,0.05939919501543045,0.0008378028869628906,33795
133,16,[34. 21.],,,,True,470,14.6875,15.401650144988933,-0.5555555555555556,32,1.0,0.4427642822265625,0.0008242130279541016,33795
134,16,[44. 49.],,,,True,336,10.5,45.1000189310011,3.111111111111111,32,1.0,0.7829337120056152,0.0008523464202880859,33795
135,16,[ 0. 31.],,,,True,308,9.625,0.0017666000001665641,-2.4444444444444446,32,1.0,0.030116498470306396,0.0007305145263671875,33795
136,16,[10. 12.],,,,True,438,13.6875,44.00066555500439,0.1111111111111111,32,1.0,0.32093560695648193,0.0010251998901367188,33795
137,16,[ 0. 23.],,,,True,410,12.8125,0.14344015533115573,0.0,32,1.0,0.005162546411156654,0.0008330345153808594,33795
138,16,[35.  9.],,,,True,416,13.0,0.06602322177016502,3.5555555555555554,32,1.0,0.6707826852798462,0.0009157657623291016,33795
139,16,[72. 10.],,,,True,384,12.0,27.500000001877698,-0.7777777777777778,32,1.0,0.5160819292068481,0.001066446304321289,33795
140,16,[ 9. 41.],,,,True,268,8.375,8.800880000006604,-1.8888888888888888,32,1.0,0.45728975534439087,0.0010898113250732422,33795
141,16,[4. 8.],,,,True,470,14.6875,34.188024333334425,-1.1111111111111112,32,1.0,0.6821234226226807,0.0007238388061523438,33795
142,16,[19. 34.],,,,True,290,9.0625,4.4110000024200025,2.7777777777777777,32,1.0,0.6642210483551025,0.0011069774627685547,33795
143,16,[ 0. 30.],,,,True,324,10.125,4.422015510000002,-4.444444444444445,32,1.0,0.004856371320784092,0.0007658004760742188,33795
144,16,[ 0. 43.],,,,True,360,11.25,28.600660001555404,-2.6666666666666665,32,1.0,0.07356955111026764,0.0007340908050537109,33795
145,16,[ 4. 27.],,,,True,458,14.3125,47.301436677439995,0.3333333333333333,32,1.0,0.15957525372505188,0.0007245540618896484,33795
146,16,[50. 43.],,,,True,380,11.875,19.92221005588019,0.4444444444444444,32,1.0,0.7461121678352356,0.00072479248046875,33795
147,16,[23. 22.],,,,True,398,12.4375,0.002200000011000037,-3.0,32,1.0,0.26124677062034607,0.0008146762847900391,33795
